attrib1,attrib2,attrib3,target
5.037769,7.854283,0.212633,1
9.872599,7.292177,4.088199,1
2.015524,2.692527,9.769133,0
9.725637,1.338392,9.748568,1
6.090652,5.505632,1.390894,1
8.103194,7.199729,4.52276,1
5.23468,6.417507,1.910284,1
3.252847,8.30567,7.283992,0
5.61397,2.969704,0.825433,1
9.523609,9.435335,8.868891,1
8.968343,3.710921,0.697732,1
7.623242,0.464293,4.258026,1
0.782643,8.140186,4.138158,1
7.187891,1.160919,9.12011,1
6.336652,3.913165,8.311026,1
4.804136,4.07813,1.130013,1
4.722349,4.531238,1.190712,0
5.170947,7.2171,1.868313,1
7.886279,4.425309,8.8532,1
6.391612,5.127517,3.085877,0
5.964722,5.226293,9.134613,1
9.542075,4.099689,0.365907,1
4.870572,7.86987,7.723485,1
5.488387,3.31679,0.740871,1
8.251037,0.297965,3.626986,1
8.984109,6.137112,8.580545,1
4.371601,6.777843,9.797423,0
2.388841,9.231352,0.38764,1
8.214595,8.293031,1.632486,1
9.206715,6.548396,7.311694,1
2.494587,4.048834,9.547312,0
5.824848,7.194875,3.275109,1
6.025019,9.317607,0.905064,1
8.105019,8.952876,1.737145,1
9.515528,4.843106,9.73555,1
1.500667,1.354045,1.352182,0
9.155896,3.324166,5.835648,1
7.143735,2.964776,6.348081,1
9.766148,4.565661,4.626899,1
1.932468,5.8809,9.345726,0
4.402938,9.875968,3.772277,1
2.624951,5.813352,3.187025,1
4.333359,8.613252,5.330594,1
7.286772,8.148191,4.70549,1
5.929663,7.259798,7.450478,0
1.865336,7.908611,0.328538,1
0.428667,7.604119,5.019076,0
1.449204,7.640592,9.177999,1
2.809289,6.24064,4.035094,1
4.731318,5.655219,1.123372,1
2.845293,3.587088,8.936678,0
9.359768,6.69761,1.572004,1
6.213037,3.239496,6.436709,0
4.598916,7.761084,7.972647,0
6.960591,6.256905,2.000773,1
9.058228,0.22201,6.08213,1
0.156226,9.430565,5.407339,1
9.517939,4.305357,8.757315,1
5.2437,7.184947,7.449687,1
3.536924,6.684313,0.320278,1
4.086014,9.560094,4.665628,1
3.013698,9.857411,3.003965,1
7.674554,2.858273,9.028232,1
9.056113,8.189977,1.187815,1
4.083623,9.329596,7.238572,1
6.621577,4.590498,4.948139,1
9.584563,3.310912,3.443986,1
2.193083,2.311704,4.47297,0
9.970402,1.281694,8.055077,1
8.017512,3.034556,4.191167,1
0.253639,4.422546,5.897148,0
2.702188,8.124557,2.638333,1
6.686935,5.384187,0.500917,1
8.075217,2.104537,2.162922,1
8.523015,9.71981,5.167392,1
5.326474,3.409317,2.930679,0
7.21734,8.419476,7.423659,1
3.461733,5.610852,4.068707,0
8.645739,4.586375,9.592363,1
1.658247,8.644441,0.551457,1
0.468626,2.500829,2.082864,0
0.691123,9.786543,1.087708,1
2.831504,8.465629,7.190359,1
7.141556,4.01789,5.157889,1
7.625331,0.486858,1.103349,1
7.79207,0.612655,5.978089,1
9.803133,3.43977,3.363143,1
4.101451,0.007886,4.75148,0
9.370516,0.95732,1.671666,1
9.444027,6.842606,9.28982,1
9.695603,1.216663,2.055461,1
8.983756,2.422968,9.543759,1
5.404645,7.254282,5.564935,1
3.070776,8.909536,8.850748,1
9.892343,6.872673,8.732046,0
2.125031,2.66697,5.045298,0
0.636231,1.881941,7.982004,0
4.387789,3.681645,6.013512,1
6.528558,5.429634,7.903474,1
1.429702,7.194693,9.244464,1
3.482256,9.265175,9.336216,1
1.224933,9.704813,7.620502,1
6.306143,1.707449,5.895314,1
9.298746,9.380997,9.272056,1
2.950073,7.895619,8.055065,1
5.931575,3.519699,8.088085,1
9.529199,7.864112,6.453984,1
8.571819,8.881525,5.119687,0
3.962407,7.006083,8.497045,1
5.716236,4.645743,0.635327,1
0.085573,9.621485,1.380399,1
6.058736,4.948024,2.699464,1
5.201442,2.482367,6.327258,0
6.842571,8.900628,8.57713,1
7.692941,6.723507,2.858456,1
8.362166,6.765467,5.649569,1
7.896898,8.911113,7.951704,1
4.297598,9.77607,5.382655,1
9.661205,7.394093,9.434487,1
9.763445,8.35621,8.065397,1
8.295782,7.726034,0.566052,1
8.540758,3.488674,8.442196,1
1.100925,7.848523,5.496985,1
8.908923,7.016643,4.223706,1
1.236684,1.72821,0.327429,0
2.965477,0.917901,9.506773,0
7.065862,3.579499,8.486796,1
1.893475,5.205378,8.205215,0
8.397941,9.50086,6.045913,1
6.323522,9.892915,1.56473,1
9.436305,4.481768,7.1058,1
0.288976,1.748216,8.003902,0
7.594121,3.579398,5.287713,1
6.705145,4.690597,1.590371,1
1.232064,7.499983,5.730282,1
7.874254,8.636369,6.42848,1
7.936593,2.836008,3.020067,1
5.544019,6.987001,7.250532,1
5.27137,7.220149,5.582452,1
9.47511,6.901443,0.491987,0
6.153454,7.912929,9.377815,1
3.042477,9.010939,8.922486,0
9.400536,3.809522,7.686817,1
9.565841,4.680285,4.282474,1
7.628526,5.729648,1.294249,1
2.148129,8.723295,0.326082,1
5.185429,5.953146,1.257948,1
0.850006,2.889243,5.439524,0
8.132431,8.170911,6.98001,1
6.162778,5.933237,3.38164,1
2.082415,6.787249,9.091071,1
8.661136,1.544308,7.416612,1
1.744087,8.029195,4.909877,1
5.597968,6.41662,6.486387,1
4.62776,5.312693,3.309088,1
6.778535,2.11793,5.472702,1
9.091185,9.339371,3.179633,1
2.194304,8.561713,7.165261,0
7.855282,9.201315,7.191733,1
7.123255,8.520118,3.758703,1
4.99451,1.377575,1.995377,0
5.192529,8.072857,1.846749,1
6.495053,7.209656,6.511196,1
2.283232,6.739876,3.647208,1
7.550723,1.380561,0.174851,1
3.008098,6.835599,3.401112,1
7.792939,3.683315,8.475985,1
9.01719,8.736327,2.821784,1
7.611965,0.527405,1.336794,1
8.616883,2.915924,5.175511,1
9.531761,8.511023,0.083753,1
9.713972,2.622278,0.403154,1
5.89318,4.525514,4.329826,1
8.566599,9.00368,4.164816,1
2.313726,8.243525,6.215097,1
4.486041,3.984268,3.46256,1
9.512555,0.37096,6.461544,1
4.900391,3.70884,2.516074,1
7.817511,7.168233,7.139396,1
5.267455,5.40561,1.925465,1
8.740861,5.137023,1.76407,1
9.365774,0.409457,3.677527,1
3.658876,8.479679,7.82123,1
0.392327,9.347125,2.02503,1
4.657913,4.163613,7.873305,1
9.191039,6.730063,6.448446,1
6.321443,9.767648,6.836244,1
5.137883,8.815041,6.981583,1
4.366528,2.504825,7.368066,0
4.244572,4.073035,0.656991,1
2.720068,7.716304,6.827561,1
1.662791,8.276627,0.075227,1
5.526899,7.846695,7.50226,1
3.248844,7.051236,8.423227,1
3.678179,8.023204,7.565717,1
1.291264,9.7033,3.471775,1
4.843438,1.506343,7.93231,0
3.140126,8.166511,9.771152,1
3.155187,5.263141,4.309037,1
7.345651,8.198098,3.431955,1
8.829241,4.300284,3.789743,1
8.420428,5.868177,3.157959,1
9.841729,6.251701,6.925593,1
4.564723,8.462762,6.687257,1
0.559626,5.40394,9.795028,0
5.227151,3.645674,2.784556,1
7.135014,3.649708,8.522362,1
6.956011,1.605996,1.373974,1
6.071674,3.242087,4.383305,1
8.106112,6.207936,8.817748,1
1.171694,6.772314,6.906809,0
2.118321,9.025008,8.159608,1
9.102471,7.522591,8.954961,1
2.07876,3.540823,9.220517,0
4.788209,8.513028,5.928064,1
1.316913,7.760423,2.217367,1
3.540714,9.820534,6.446279,1
9.451101,6.288802,7.677665,1
8.929372,6.875447,0.824961,1
5.051284,6.333911,6.882713,1
5.056843,5.331704,2.474276,1
1.922501,6.014749,0.940078,0
8.428733,9.57503,8.317691,1
7.979485,3.067589,5.818102,1
6.377598,6.864992,9.572274,1
9.083386,8.683867,3.801186,1
8.669143,8.657652,1.499805,1
7.641948,9.042161,0.579713,1
9.81947,0.130947,0.083311,1
7.482382,0.720367,7.860276,1
5.727187,9.300898,4.077814,1
7.230382,3.209411,5.864988,1
5.969012,6.342802,0.954529,1
4.637899,9.892166,0.182208,1
7.296051,4.858239,5.178392,1
2.284072,6.913259,6.834073,1
2.206311,4.765249,6.894707,0
0.482984,8.082689,0.642361,1
3.985374,6.246844,3.235426,1
7.068561,9.563074,4.039111,1
7.543908,2.92217,5.731501,1
4.066172,5.05783,7.913404,1
7.011122,2.069396,9.289455,1
2.511301,6.763719,0.477038,1
4.370636,9.291177,7.711577,1
4.130339,6.937123,5.687847,1
9.764575,9.022617,8.702507,1
7.785054,8.343823,6.446241,1
0.641278,7.614791,0.764665,1
6.951502,1.296128,6.696524,1
4.57396,0.817543,5.012923,0
8.270236,7.776862,3.694395,0
3.255167,6.419891,1.597981,1
6.206023,8.416042,2.513593,1
3.690026,8.64463,5.392597,1
1.214658,3.196627,4.192355,0
8.957116,5.988302,6.261811,1
9.07749,3.238161,2.037965,1
7.152516,9.738731,4.635077,1
4.748039,5.680101,2.286229,1
2.309868,6.259769,6.274992,1
0.537857,9.308739,0.167232,1
1.019629,0.394381,7.708136,0
3.387843,7.624634,9.744911,1
2.002669,8.804944,9.945261,1
2.056925,7.167848,4.053729,1
9.905839,9.676883,0.969075,0
5.700719,7.261593,9.840398,1
1.810837,0.905812,1.810452,0
5.581213,5.490721,9.76125,1
7.178333,2.22533,3.610771,1
8.37794,5.061496,5.304019,1
0.360929,2.74906,7.551157,0
6.970843,6.038008,7.140942,1
7.114513,0.943219,5.30033,1
1.58762,9.137815,3.626736,1
7.884368,4.840908,6.57875,1
5.953287,7.608009,7.103928,1
5.186136,7.591955,6.727446,1
7.778238,4.824397,9.110255,1
9.743593,7.839845,8.547692,1
2.615329,3.917606,3.02377,0
6.652091,8.798118,7.302083,1
0.3167,6.355448,7.699988,0
1.606441,9.152222,7.18742,1
9.413117,8.024033,5.458492,1
6.488666,3.875164,4.112247,1
6.645015,5.804204,3.980314,1
6.299339,4.515241,8.748017,0
2.049881,6.567908,1.613377,1
9.551342,4.576927,2.235768,1
4.837252,6.276255,8.654102,1
7.687679,4.241127,6.453803,1
2.049135,6.233638,1.847071,0
9.111198,2.254909,1.837273,1
1.579529,9.378875,1.790219,1
4.468163,7.367241,4.793554,1
7.887101,7.844568,5.260117,1
5.372215,2.651836,0.466078,1
8.266169,7.491473,1.539676,1
0.595224,2.443916,8.329487,0
2.981349,5.969318,7.078888,1
4.453681,8.875064,4.284251,1
5.593896,3.455501,8.928933,1
2.964309,9.090806,8.169868,1
2.696769,9.103336,7.326119,1
9.549005,7.239368,3.482618,0
4.484479,4.088544,9.820384,1
8.274414,8.576578,9.919497,1
7.994825,4.02012,8.223299,1
4.539475,1.236816,4.81694,0
7.079087,1.319655,4.952317,1
9.514459,9.916068,2.761362,1
9.266763,6.521579,9.801371,1
1.471017,5.800874,5.431779,0
6.499044,1.519846,5.340956,1
6.039126,5.458614,7.211065,1
4.813357,8.878678,9.598532,0
8.392854,3.919914,6.386352,1
8.590577,4.73336,1.157772,1
6.621084,5.758397,9.938346,1
2.85961,7.71579,7.46286,1
8.54136,3.931264,9.031082,1
9.801332,0.21378,1.528107,1
4.952051,5.759969,1.316173,1
6.860868,7.708456,3.86604,1
4.629881,4.151065,2.05304,0
9.670423,8.940526,7.299189,1
6.830166,8.405911,1.306097,1
9.965042,4.121016,7.907608,1
1.156222,1.784187,8.002012,0
6.189454,4.524633,0.596472,1
3.721049,5.990664,3.270454,1
2.724242,3.525751,1.591685,0
3.531944,8.364706,3.88288,0
1.660264,6.716028,2.710332,1
7.508672,9.773374,4.833581,1
4.789626,3.654637,5.687486,1
8.930924,7.170131,6.071919,1
5.593623,4.574879,2.337337,1
2.132127,1.363706,4.897453,0
8.749342,0.493575,3.338043,1
2.328329,5.04672,7.071698,0
2.275257,7.092418,9.607491,1
6.526141,4.515711,5.795213,1
6.443458,7.558843,0.49154,1
6.830101,0.382003,0.366841,0
7.334872,4.145971,3.280304,1
8.480236,9.362066,7.152753,1
9.076334,3.6663,6.220073,1
3.471663,6.228842,2.247875,1
7.314737,2.482495,1.219182,1
9.685674,8.161159,2.797686,1
9.324162,8.828289,8.916881,1
9.476973,5.536121,0.463535,1
8.855052,6.369347,1.792245,1
7.579106,1.568216,8.604824,0
7.317545,8.384683,1.695719,1
6.397175,5.660531,9.778773,1
8.14343,1.941444,3.413404,1
1.638216,6.411929,3.905975,1
2.099814,8.816771,7.973764,1
5.128652,9.32426,2.564574,1
8.540561,2.467381,5.922482,1
2.693429,7.077987,9.813776,1
3.065836,8.387153,0.630204,1
6.627694,2.170725,0.64367,1
8.742435,9.696107,7.728022,1
8.440303,8.103464,0.943308,0
4.631886,3.742433,7.056077,0
3.713615,7.0396,5.758418,1
8.025908,5.827314,8.695976,1
5.75137,1.623669,7.91834,0
2.394806,7.997131,0.269702,1
9.40237,9.574805,4.199046,1
7.906007,8.860305,9.377841,1
8.774506,7.409196,2.249506,1
7.968122,8.207548,8.082791,1
7.210632,2.565507,2.997044,1
2.2476,9.089819,6.422332,1
7.110474,5.894005,8.798016,1
2.253438,8.842079,1.790048,1
9.58878,0.863235,6.887686,1
1.426802,1.947634,3.35933,0
2.262945,8.348684,6.550992,1
9.543057,6.022343,2.939722,1
6.196991,4.738596,8.662465,1
6.036464,8.946765,2.101831,1
5.476908,7.061126,7.478,1
9.451029,2.463185,9.542862,1
1.80051,9.901437,6.092467,1
8.295799,1.331746,3.665295,1
2.902234,7.812224,3.753209,1
6.404145,7.748969,9.867129,1
8.567289,6.465941,5.859293,1
6.028819,7.369979,4.794188,1
8.119578,1.034705,1.56486,1
2.392558,7.65412,8.056205,1
1.927201,2.102919,9.345514,0
8.718345,9.179062,7.75828,1
3.036646,8.585793,5.639521,1
1.237248,9.809197,1.165435,1
7.870162,7.61758,7.818709,1
6.081776,8.89166,3.908444,1
0.230777,3.124968,2.006405,0
2.277604,7.165292,1.274013,1
2.872863,9.277561,0.814462,1
6.412463,4.738448,5.449356,1
1.706356,9.356351,6.260742,1
2.33265,9.340897,6.374208,1
2.986972,6.847426,0.970587,1
4.331607,3.869933,3.112418,1
7.561585,5.599306,9.554111,1
2.045193,6.569149,6.664308,1
1.602567,5.38897,3.017506,0
7.971948,8.576939,9.739791,1
5.672891,3.289954,6.280925,1
2.44797,8.824993,2.212659,1
8.988009,2.074707,0.553775,1
3.891396,1.261406,2.98749,0
8.480167,1.854212,8.295001,1
5.4998,3.49526,8.764662,1
4.036108,0.291992,4.466254,0
6.825957,7.811701,8.424452,1
7.228848,9.260344,1.576502,1
1.296352,7.460427,1.51057,1
7.863298,5.724381,9.872492,1
4.611222,9.723469,5.357026,1
0.68139,5.711876,0.304746,0
1.388572,5.346894,6.110142,0
9.537377,2.439879,9.052826,1
2.162281,6.283839,9.872821,1
0.275025,7.009993,0.655321,0
9.469703,1.668571,1.132692,1
3.109105,8.973374,3.445152,1
4.133382,7.743033,3.218501,1
1.793467,3.964503,0.790503,0
0.332537,9.985492,8.675837,1
7.930527,9.342168,9.004817,1
0.332857,7.891769,6.186477,1
0.504996,8.188398,9.666144,1
2.361505,8.507168,6.469105,1
9.831085,3.641409,2.024583,1
3.719207,2.551134,4.311253,0
7.680976,4.460732,1.409339,1
8.892062,7.823569,9.193547,1
0.982691,3.533531,1.138894,0
7.627074,8.705206,8.144782,1
4.922325,3.505203,5.18026,1
0.634122,6.727651,7.105154,0
8.36259,1.591431,3.098211,1
0.123286,2.450711,8.298636,0
9.256615,2.259143,0.387579,1
8.927747,0.255359,9.524125,1
1.990327,6.225911,9.922529,1
5.649408,9.234051,4.712096,1
9.312528,3.544626,6.063522,0
1.398355,9.029633,4.658374,1
1.147046,4.102792,1.677032,0
6.309708,8.256313,5.623513,1
1.528641,7.295512,6.448728,1
3.438393,7.802372,4.247429,1
7.708168,8.889092,1.75071,1
5.991089,4.45364,9.611829,1
9.222463,6.607279,9.411981,1
7.239608,2.542478,6.638308,1
0.625327,1.938417,3.599826,0
4.944617,9.510327,2.587687,1
8.766903,6.543221,1.583478,1
8.513695,4.454331,9.037463,1
4.231808,6.815294,0.338414,1
2.671248,6.9028,9.106045,1
6.668591,4.658856,1.969033,1
7.477595,3.627894,0.297858,1
4.986946,7.551701,8.803606,1
6.579326,3.097711,4.466742,1
9.219964,4.028924,8.489913,1
7.847644,3.881124,0.67647,1
9.036392,7.06943,0.960338,1
6.820094,4.388039,2.735672,1
7.01597,3.295173,7.299326,1
7.873018,8.633154,9.082751,1
9.760608,2.483945,8.261648,1
6.87296,1.789594,6.325364,1
6.108538,2.893553,0.346912,1
4.467612,7.492486,6.411117,1
9.829506,5.004229,2.263534,1
7.052913,9.979094,0.591895,1
8.30182,0.321591,1.512818,1
7.418986,3.634124,1.114852,1
5.845178,7.440591,0.256966,1
8.261602,5.654444,6.786397,1
5.221082,7.614182,7.924085,1
2.657475,1.179181,7.518121,0
5.482403,3.019061,5.903068,1
1.92119,9.321073,3.150751,1
5.485436,3.590372,7.562141,1
8.370466,7.753469,1.351362,1
1.640585,8.883974,4.622174,1
6.177986,3.773052,3.520239,1
8.764076,9.862553,5.865208,1
3.616004,7.563434,8.771654,1
9.037398,7.164633,8.442788,1
1.940882,9.419868,1.774109,1
6.856552,5.865531,9.647442,1
0.213345,8.060862,5.03956,1
9.605098,0.558126,4.828051,1
8.449084,3.613915,5.479826,1
5.156383,5.10969,3.121368,1
0.380041,8.453769,3.174623,1
8.343041,9.923661,1.327731,1
1.679041,8.058767,3.935032,1
3.94258,8.114889,4.488298,1
9.460004,2.755935,5.354378,1
1.431439,7.559326,0.076192,1
2.231883,9.829853,6.350589,1
7.279948,3.937773,4.286661,1
8.286571,9.069938,6.387787,1
2.814931,9.788442,1.266277,1
8.44283,2.420166,8.73879,1
6.059087,6.500086,6.077384,1
1.233014,9.988984,6.574401,1
1.854235,0.342909,3.564836,0
9.39287,6.370676,0.482552,1
7.399374,7.721239,7.544112,1
7.692751,9.979599,7.846146,1
5.047448,3.555687,2.946475,1
6.326754,4.468302,3.950951,1
5.03733,4.211389,8.775116,1
6.149004,7.770661,6.916029,1
3.933492,7.914251,8.540491,1
7.709556,8.423459,2.697326,1
8.224385,0.001435,6.611122,1
5.622149,0.732916,9.3592,0
0.959363,8.139364,6.012162,1
0.697515,9.869253,7.418994,1
1.602656,7.602486,5.54369,1
8.751703,6.156673,1.034779,1
9.973475,5.062625,9.953503,1
7.897717,6.759194,2.085649,0
3.401553,9.9243,9.422851,1
9.674642,4.629833,0.860925,1
3.652825,6.754332,0.339723,1
4.768263,8.380606,6.738653,1
3.083136,5.249445,0.828371,1
3.854337,5.73463,1.81478,1
5.416976,3.106657,6.001891,1
9.625711,2.554328,9.106777,1
4.498415,4.58418,1.976965,1
5.442668,8.255665,4.885575,1
1.562325,1.744642,4.510381,0
6.590705,8.531204,8.885981,1
2.803108,9.730624,4.403654,1
8.309768,1.843622,4.12345,1
3.418461,8.174844,9.955042,1
9.87934,0.193475,9.332578,1
0.182514,1.989059,4.489006,0
9.433435,2.872967,4.408878,1
2.338622,7.668416,6.54082,1
3.915218,6.053191,5.793106,1
4.625461,0.670959,9.170724,1
8.05004,8.911305,9.643032,1
7.121693,5.676692,4.793424,1
5.582824,5.407716,6.797917,1
9.057773,0.067684,8.472468,1
9.590137,1.93735,8.699498,1
9.429232,4.272852,2.889847,1
2.552511,6.995863,6.334085,1
8.544867,8.161646,3.221717,1
6.154621,3.57426,0.07079,1
6.245802,1.533019,5.539966,0
7.908779,2.339453,0.354161,1
3.260957,5.923976,0.058211,1
7.943226,1.275372,3.555709,1
3.670129,8.54665,4.950774,1
8.440471,3.925899,7.010397,1
8.558436,7.52876,9.355823,1
3.682117,4.987682,9.170638,1
9.453844,2.469901,4.915369,1
9.738589,2.647862,7.854163,1
9.880961,3.26013,4.97615,1
6.300232,5.649685,2.328719,1
7.713522,1.829118,5.337218,1
5.333687,9.514642,3.248986,1
3.602298,5.763287,9.091272,1
6.036349,2.756596,3.225908,1
7.206679,1.012395,5.330805,1
8.868409,5.841192,0.628436,1
4.832237,7.133491,2.296022,0
7.361291,2.439781,9.176712,1
0.755467,3.516889,9.838379,0
3.718538,8.408018,4.177138,1
5.866653,3.102796,0.271114,1
6.91077,1.511617,3.416865,1
3.092282,7.806556,3.0391,1
9.307461,8.529786,0.671701,1
4.473665,5.590737,0.758219,1
2.021285,6.61025,8.89388,1
8.507776,1.581375,8.005862,1
1.091645,8.715011,0.401485,1
8.80136,1.339525,8.282751,1
8.17967,7.345673,4.879481,1
0.905174,8.054279,9.338708,1
8.989548,2.383525,2.655454,1
7.779028,8.261763,1.163657,1
7.332258,4.038284,1.903509,1
2.384531,5.656427,6.080397,1
7.192132,6.728627,4.947299,1
7.484767,3.425492,5.516602,1
9.916053,6.625828,2.512175,1
6.492832,3.263886,2.496336,0
2.258522,9.966828,1.58891,1
5.491868,2.77922,3.261516,1
8.695572,1.476189,7.070846,1
0.486443,7.961056,8.197298,1
4.550898,9.664289,9.464358,1
3.964791,7.995533,5.963514,1
3.046556,7.839117,2.29382,1
1.42566,8.501333,9.636543,1
5.123664,6.954822,8.10864,1
9.90261,4.365887,0.264938,1
3.94233,6.798513,7.658187,1
5.016985,3.586944,3.350907,1
5.377421,3.422954,1.208288,1
4.950419,7.235631,4.515779,1
3.96524,4.254361,7.181833,1
1.442826,6.845287,7.1989,1
5.23939,4.268811,9.052376,1
4.88042,3.822961,4.237308,1
3.670115,8.902328,0.648857,1
5.399916,8.245927,1.161247,1
9.394696,2.81236,6.775145,1
7.599183,4.677176,0.408856,1
8.384292,5.324451,6.551623,1
1.885491,7.863932,9.784326,1
8.721956,5.005104,5.704136,1
9.998282,5.498242,2.067329,1
9.097589,0.581625,2.389856,1
9.613254,5.034689,8.863782,1
8.607609,9.114358,5.539802,1
6.969363,1.13603,2.905882,1
9.50932,7.625491,4.078495,1
0.723783,9.495022,9.42083,1
6.380984,5.648611,8.660813,1
6.529838,6.186652,9.30374,1
2.764943,7.339626,8.570876,1
9.757105,3.087918,1.058784,1
3.834074,0.489713,9.507395,0
2.16901,9.502315,9.588812,1
4.980482,5.166841,4.159879,1
1.69478,6.921451,1.981878,1
6.231119,9.045095,9.742223,1
2.430768,2.187115,4.411274,0
3.657484,4.791805,7.554648,1
9.195179,7.254579,4.949641,1
9.27108,2.032566,9.305418,1
2.125404,9.116346,1.761695,1
0.23269,5.095491,7.588818,0
9.7836,1.112139,7.822192,1
7.957396,9.449667,9.330952,1
0.574275,8.591586,5.46779,1
6.531713,2.582877,5.434998,1
5.872674,8.484968,6.284456,1
6.895946,4.805154,0.249887,1
3.4329,1.085096,5.420254,0
7.639377,6.446747,1.68354,1
4.069114,7.474738,2.400907,1
7.82905,0.347731,5.058467,0
3.092326,9.994255,4.976124,1
5.126497,3.609546,6.359844,1
0.116345,8.510332,0.673305,1
7.45035,6.28357,0.02783,1
9.29381,3.836617,6.369138,1
4.867811,3.174477,0.530014,1
2.773983,9.619512,1.649753,1
3.428372,7.588431,3.473645,1
9.545582,7.288909,5.658746,1
7.927816,6.658374,0.75441,1
2.79863,5.713401,3.035645,1
1.409809,1.99393,3.535263,0
5.827491,6.060469,4.875817,1
5.57033,7.342365,6.94586,1
9.261585,3.02734,8.809351,1
4.491306,3.626901,3.256338,1
1.965996,7.800152,0.904045,1
8.649311,9.652582,0.258944,1
8.013222,6.566279,1.28102,1
4.372667,4.647513,1.391205,1
8.046298,0.760338,2.631851,1
8.702634,7.757393,3.94304,1
2.089681,8.661842,5.977274,1
6.979543,4.364651,7.657882,1
3.941696,4.358175,6.652938,1
4.022778,1.592876,2.056775,0
9.135276,8.849111,1.160319,1
9.829482,7.549484,6.740389,1
0.541655,1.03498,4.055345,0
1.673351,6.722305,6.901554,1
9.451648,6.877101,8.368856,1
3.775417,5.400644,0.931005,1
6.706228,2.421572,4.074442,1
5.407719,2.699369,4.447913,1
4.332391,5.075121,6.912454,1
8.368434,9.763071,7.233444,1
8.318131,3.993826,2.712446,1
2.055045,7.626469,3.837364,1
8.21655,6.994421,8.47455,1
5.08102,3.599577,8.880978,1
4.93751,4.414739,2.990093,1
4.670075,7.223093,4.144794,1
8.192622,6.506185,8.692871,1
5.655481,8.160675,6.219327,1
1.221502,8.813252,7.395935,1
0.472757,8.286443,0.906835,1
5.004311,1.897074,8.559045,0
8.4545,6.738056,7.56694,1
2.516699,7.011473,5.662131,1
2.383545,8.328012,9.06281,0
4.109121,6.670061,7.775791,1
8.699536,5.763898,2.711611,1
8.307619,8.534511,4.660675,1
1.693694,3.331837,2.290365,0
9.814851,8.089893,2.119878,1
2.535784,3.399784,1.716886,0
8.870097,4.644147,7.243402,1
3.618876,5.04638,5.318434,1
3.969254,6.679249,3.972347,1
6.325843,8.98717,9.679766,1
7.358013,1.640888,8.760844,1
9.135303,0.854891,7.070722,1
2.305655,6.502067,3.838007,1
1.326549,8.948812,3.458502,1
7.246419,0.374329,6.493743,0
8.259891,2.634799,6.537384,1
7.996577,3.131328,1.096815,1
5.894575,1.220776,9.679658,1
8.018475,2.826713,6.382254,1
6.310772,8.425209,4.440261,1
9.831844,7.356089,2.659885,1
8.756758,6.486307,6.008346,1
3.261404,5.731182,5.798601,1
5.273511,6.160726,1.427776,1
0.466728,9.997014,7.74081,1
3.269115,5.43049,7.905011,1
9.351795,0.310593,3.862641,1
5.190984,9.431449,9.1869,1
9.771371,5.98984,7.825707,1
9.203939,3.138843,2.675492,1
6.146677,6.273019,7.025382,1
9.543337,5.927437,4.762289,1
2.901235,7.362855,0.610368,1
4.171685,4.624442,3.238998,1
9.171488,1.874616,4.77293,1
2.728756,1.19027,3.704277,1
7.850893,9.944582,4.896061,1
4.07178,4.468528,3.459047,1
5.278446,8.684678,5.919501,1
3.935436,5.961158,9.628169,1
3.640216,7.86086,0.355529,1
2.123578,9.043372,2.68341,0
4.879258,6.395719,4.759829,1
4.493132,4.860319,2.11548,1
6.091715,8.561313,2.644502,1
1.449237,6.646351,6.575404,1
6.936404,7.630389,2.930393,1
4.17773,1.92848,4.917393,1
3.099111,2.112202,4.017281,0
5.691816,2.326717,7.871412,1
2.669891,8.961015,8.085365,1
0.812105,0.680911,1.788161,0
9.236045,3.250395,6.821972,1
0.356144,9.519282,6.253382,1
8.101581,5.321614,1.663256,1
0.727736,8.079336,8.432671,1
3.241084,7.953186,5.346783,1
5.389327,4.907109,3.606639,1
5.083634,5.416287,2.940781,1
8.58153,3.877232,0.292484,1
9.985306,4.116195,2.102751,1
2.399409,0.928509,4.970235,0
1.076039,8.863179,4.41302,1
9.300119,0.477149,8.062342,1
6.165495,8.081952,2.149249,1
2.065484,9.071167,6.007583,1
7.181047,7.835195,6.899103,1
5.221008,4.834091,6.663818,0
3.21814,5.517349,5.274217,1
9.765738,7.236897,2.608056,1
1.354497,9.379412,9.320955,1
3.609518,1.287388,2.661334,0
5.635185,9.495563,8.383535,1
3.402424,5.58752,4.67965,1
3.601304,8.828388,9.90722,1
3.790785,8.291728,0.394718,1
8.403877,5.891121,5.312383,1
3.464874,3.194952,7.120974,0
9.465933,8.040861,6.392295,1
0.570474,1.22804,0.65269,0
8.615095,1.212465,1.218935,1
5.390504,8.063658,1.696249,1
6.398431,8.676712,4.766439,1
8.8676,5.216456,4.820065,1
0.218651,2.096721,4.444744,0
4.18386,7.796916,4.599295,1
9.543414,2.985299,9.49948,1
7.801556,7.41791,6.484785,1
3.291475,9.23289,1.471585,1
6.747262,3.981252,7.24145,1
4.087426,4.244228,8.999477,1
8.486886,1.172309,0.42803,1
3.658175,6.652027,4.624993,1
8.270032,9.523179,4.201652,1
5.00439,5.260976,7.635111,1
6.532988,2.725478,8.552674,1
4.203661,5.380444,2.318637,1
9.650977,0.849335,7.41473,1
3.714887,7.665891,7.701218,1
3.849174,5.897162,5.828276,1
6.89528,8.462152,0.255025,1
0.305416,9.846781,2.555843,1
4.190932,6.45974,9.13063,1
8.77391,7.375597,5.350438,1
