att1,att2,att3,att4,att5,target
0.326129,0.896935,0.329508,0.571337,0.75534,1
0.00015,0.367369,0.669697,0.431472,0.679735,1
0.509076,0.594646,0.903817,0.449808,0.364805,0
0.067642,0.58817,0.18161,0.401893,0.610252,1
0.290552,0.649991,0.935648,0.646884,0.034871,1
0.44709,0.290865,0.03344,0.69233,0.695644,1
0.354847,0.402778,0.146773,0.775012,0.171127,1
0.1224,0.47488,0.42152,0.664597,0.814185,1
0.491413,0.315799,0.060799,0.60737,0.191906,1
0.358297,0.532877,0.367825,0.852604,0.356673,1
0.035591,0.608053,0.603659,0.794394,0.398887,1
0.315473,0.430619,0.129364,0.469979,0.458742,1
0.176388,0.670689,0.961149,0.833802,0.484897,1
0.410664,0.549028,0.188415,0.452064,0.836206,1
0.103924,0.484133,0.109329,0.271517,0.901016,1
0.380804,0.822777,0.271113,0.972789,0.118719,1
0.610792,0.094867,0.212359,0.778155,0.858886,1
0.030282,0.947655,0.912705,0.049843,0.263274,1
0.036528,0.181641,0.688866,0.176594,0.704213,1
0.315793,0.012738,0.021582,0.831451,0.29421,1
0.847921,0.486371,0.910547,0.655249,0.120586,1
0.136942,0.280279,0.675289,0.035415,0.680875,1
0.27351,0.492685,0.019101,0.478791,0.98984,1
0.0183,0.289323,0.23141,0.841203,0.742876,1
0.524381,0.142652,0.386267,0.946165,0.662577,1
0.585793,0.227342,0.42498,0.471233,0.79016,1
0.293457,0.272398,0.421565,0.618288,0.305066,1
0.947436,0.963322,0.660754,0.800184,0.527528,0
0.387833,0.079382,0.090607,0.731476,0.956049,1
0.295927,0.393319,0.392132,0.560076,0.09572,1
0.288665,0.943584,0.157346,0.668891,0.649898,1
0.582093,0.186791,0.177775,0.764716,0.15335,1
0.86839,0.675481,0.985938,0.897323,0.812732,0
0.312873,0.609718,0.248577,0.336043,0.742599,1
0.201148,0.215167,0.195948,0.436304,0.541475,1
0.011593,0.409642,0.049888,0.405778,0.423713,1
0.179113,0.770424,0.410022,0.479906,0.862797,1
0.33905,0.740717,0.35123,0.794921,0.446934,1
0.113778,0.227028,0.064147,0.762341,0.078703,1
0.254361,0.181052,0.437357,0.65271,0.796354,1
0.15805,0.488187,0.467741,0.726522,0.977803,1
0.351528,0.620679,0.283691,0.568978,0.551233,1
0.122886,0.807345,0.30569,0.247626,0.076411,1
0.4313,0.604893,0.592415,0.32511,0.473114,0
0.469134,0.420794,0.742767,0.905746,0.694939,1
0.160619,0.805585,0.320562,0.837351,0.903588,1
0.328755,0.173732,0.325821,0.442935,0.077842,1
0.489153,0.41545,0.851899,0.168208,0.976461,1
0.213405,0.172083,0.974871,0.481673,0.703132,1
0.308652,0.867301,0.881054,0.656115,0.180273,1
0.113072,0.516942,0.420046,0.289922,0.971333,1
0.390092,0.32387,0.36801,0.229966,0.029092,1
0.09302,0.949523,0.770873,0.694137,0.560191,1
0.603084,0.263843,0.753025,0.766348,0.761351,1
0.022132,0.5514,0.805444,0.532479,0.573004,1
0.558049,0.001992,0.992241,0.354326,0.926076,1
0.060183,0.426119,0.666626,0.674093,0.51258,1
0.20718,0.795209,0.794632,0.681728,0.487367,0
0.112234,0.16311,0.588964,0.503659,0.584909,1
0.135248,0.759699,0.803847,0.88671,0.089859,1
0.019236,0.560512,0.032441,0.841324,0.614385,1
0.527478,0.168554,0.636167,0.347892,0.656405,1
0.903456,0.730929,0.671227,0.734864,0.61063,1
0.254656,0.006939,0.305089,0.93453,0.268791,1
0.084568,0.292958,0.224998,0.038479,0.414521,1
0.197788,0.717665,0.504312,0.167464,0.35829,1
0.373746,0.088649,0.654337,0.127293,0.191423,1
0.421435,0.310472,0.417787,0.422656,0.088264,1
0.117676,0.200243,0.041375,0.261086,0.102002,1
0.424505,0.284407,0.516518,0.823902,0.692205,1
0.262521,0.253635,0.110976,0.792618,0.248828,1
0.353691,0.363921,0.096207,0.715357,0.133992,1
0.305641,0.094715,0.803543,0.017531,0.070869,1
0.245734,0.13772,0.851929,0.801683,0.083348,1
0.723401,0.566514,0.383175,0.064499,0.067324,0
0.216528,0.331211,0.839115,0.822785,0.648714,1
0.62365,0.084988,0.059076,0.751317,0.69914,1
0.252519,0.526842,0.327123,0.131555,0.001569,1
0.425818,0.142095,0.052514,0.252845,0.975608,1
0.324804,0.514398,0.623685,0.462269,0.494606,1
0.216609,0.23744,0.436868,0.851367,0.157441,1
0.014171,0.604595,0.171226,0.143324,0.444038,1
0.102778,0.587735,0.104982,0.355979,0.032954,1
0.350803,0.208779,0.250588,0.027944,0.235486,1
0.221267,0.32046,0.553033,0.903965,0.573205,1
0.200494,0.867201,0.409718,0.60256,0.598442,1
0.035227,0.016913,0.772589,0.739677,0.657886,1
0.159587,0.535371,0.650031,0.538256,0.256436,1
0.295816,0.756841,0.395464,0.546597,0.531128,1
0.174933,0.113208,0.478987,0.092509,0.502212,1
0.060739,0.132334,0.774718,0.754394,0.247281,1
0.279254,0.644111,0.597485,0.8487,0.691563,1
0.374427,0.431222,0.023156,0.015139,0.437519,1
0.06353,0.505424,0.711631,0.681103,0.831748,1
0.189077,0.477183,0.29717,0.755724,0.448414,1
0.016904,0.74487,0.243374,0.626577,0.825857,1
0.403604,0.75155,0.552963,0.989702,0.777047,1
0.231522,0.244814,0.065188,0.912012,0.297227,1
0.249459,0.70501,0.840532,0.169685,0.780467,1
0.124985,0.491279,0.770139,0.009303,0.370489,1
0.754557,0.428879,0.914538,0.44598,0.733026,0
0.934546,0.320262,0.442348,0.484266,0.808941,1
0.052791,0.611573,0.595335,0.427362,0.48909,1
0.664612,0.023084,0.011098,0.410465,0.861795,1
0.681469,0.024341,0.902214,0.945511,0.175082,1
0.11916,0.83178,0.477068,0.533841,0.550598,1
0.006784,0.739796,0.468365,0.667507,0.732251,1
0.047898,0.777738,0.361891,0.444571,0.839591,1
0.81056,0.494419,0.613268,0.853726,0.452548,0
0.287506,0.466764,0.216348,0.344901,0.089457,1
0.067176,0.644731,0.665518,0.710743,0.232354,1
0.552783,0.432984,0.674564,0.682711,0.322351,1
0.154597,0.750071,0.587106,0.372951,0.017567,1
0.797527,0.588968,0.085526,0.886753,0.446535,1
0.208966,0.60659,0.491137,0.990247,0.8156,1
0.071226,0.162752,0.729665,0.448806,0.819334,1
0.143319,0.200733,0.886715,0.530048,0.44881,1
0.154897,0.728862,0.201687,0.304992,0.565679,1
0.031688,0.045825,0.195932,0.179613,0.485263,1
0.115508,0.098546,0.179983,0.458115,0.864641,1
0.516469,0.60079,0.913783,0.92666,0.785291,1
0.382665,0.018015,0.756555,0.731795,0.708986,1
0.056699,0.5434,0.912523,0.893345,0.788467,1
0.005061,0.780819,0.612014,0.106047,0.273913,1
0.13667,0.486888,0.251883,0.246762,0.189503,1
0.066772,0.20123,0.628624,0.658445,0.013879,1
0.199191,0.726226,0.538048,0.205014,0.949761,0
0.566899,0.008734,0.495422,0.141553,0.524168,1
0.054643,0.444397,0.321891,0.203758,0.562928,1
0.679462,0.027899,0.588952,0.216903,0.90722,1
0.063612,0.390874,0.89975,0.468022,0.466011,1
0.46013,0.006231,0.04196,0.523096,0.995915,1
0.161486,0.183995,0.682629,0.5146,0.577273,1
0.252864,0.566832,0.295387,0.052033,0.424582,1
0.472258,0.972346,0.283618,0.121661,0.55321,0
0.119218,0.446062,0.139704,0.354179,0.380323,1
0.028109,0.69203,0.883427,0.828337,0.585182,1
0.366549,0.640301,0.209516,0.731106,0.713184,1
0.397805,0.539594,0.842736,0.85404,0.143546,1
0.725405,0.269975,0.097803,0.361506,0.973244,0
0.13751,0.023548,0.049404,0.982007,0.286845,1
0.109542,0.386246,0.256803,0.209539,0.134674,1
0.86403,0.140569,0.530039,0.276445,0.452128,0
0.020618,0.64978,0.011871,0.22681,0.718192,1
0.197531,0.989189,0.967722,0.417176,0.258167,1
0.121072,0.465708,0.119115,0.05358,0.981872,1
0.269332,0.866417,0.21342,0.716607,0.094134,1
0.570693,0.263193,0.369623,0.492178,0.159631,1
0.560469,0.290955,0.8422,0.454949,0.424763,1
0.88097,0.159576,0.222752,0.387131,0.735281,1
0.516443,0.425559,0.438475,0.782087,0.385844,1
0.615205,0.208838,0.882138,0.779743,0.695822,1
0.848776,0.219701,0.066671,0.119724,0.108325,0
0.998346,0.952881,0.329566,0.450039,0.248427,0
0.283694,0.213241,0.250777,0.6403,0.774047,1
0.708224,0.212012,0.720009,0.68508,0.286696,0
0.449052,0.519635,0.099786,0.414922,0.719435,0
0.291273,0.64277,0.478465,0.367447,0.053046,1
0.308342,0.978708,0.830818,0.86438,0.22043,1
0.291227,0.484451,0.13773,0.63944,0.483997,0
0.157424,0.094138,0.546306,0.892382,0.701771,1
0.415081,0.278427,0.141654,0.489843,0.840741,1
0.914005,0.015554,0.785516,0.900896,0.057863,0
0.585972,0.084399,0.157819,0.569612,0.702291,1
0.092991,0.260955,0.905404,0.086582,0.768254,1
0.295511,0.366092,0.537054,0.055454,0.395847,1
0.261678,0.37552,0.131454,0.573561,0.305229,0
0.353458,0.446302,0.414118,0.275699,0.111184,1
0.896256,0.430615,0.891041,0.995541,0.82991,0
0.261812,0.78522,0.655824,0.271982,0.18002,1
0.082224,0.845878,0.765207,0.753105,0.849443,1
0.007813,0.454725,0.234526,0.177816,0.645253,1
0.381315,0.279773,0.541384,0.666467,0.155209,0
0.886594,0.452519,0.920561,0.874421,0.516545,1
0.171099,0.043959,0.136795,0.577173,0.438686,1
0.010617,0.230358,0.00137,0.458023,0.659608,1
0.07657,0.037518,0.469661,0.999764,0.25637,1
0.438896,0.493306,0.690213,0.605055,0.940878,0
0.799695,0.079749,0.947663,0.98988,0.069333,1
0.294566,0.728284,0.876553,0.516129,0.751009,1
0.235876,0.760095,0.638899,0.966186,0.233172,1
0.308899,0.186911,0.443881,0.774872,0.343332,1
0.056127,0.787029,0.365441,0.055443,0.397199,0
0.27739,0.283918,0.094577,0.338425,0.696165,1
0.679977,0.181954,0.199103,0.766523,0.852765,1
0.404311,0.498418,0.159287,0.311916,0.89517,1
0.265481,0.70099,0.167578,0.098529,0.100881,1
0.219211,0.46336,0.151808,0.063084,0.215524,1
0.251242,0.995855,0.257269,0.939101,0.953761,1
0.145207,0.047014,0.083308,0.450374,0.465867,0
0.530419,0.956944,0.745187,0.453186,0.945445,0
0.245977,0.815551,0.61321,0.967483,0.349857,1
0.069837,0.645733,0.700799,0.466113,0.134461,1
0.191501,0.109859,0.704585,0.042322,0.615471,1
0.568905,0.160887,0.206365,0.638242,0.446949,1
0.456676,0.218454,0.167938,0.287085,0.221674,1
0.447382,0.373616,0.571098,0.530754,0.368989,1
0.44388,0.134556,0.674926,0.105003,0.875612,1
0.48312,0.027649,0.960662,0.074791,0.727727,1
0.661455,0.804756,0.720409,0.189579,0.252628,0
0.295529,0.684542,0.450778,0.004985,0.667736,1
0.447617,0.039401,0.599806,0.350853,0.040887,1
0.379272,0.309234,0.012875,0.368248,0.738153,1
0.145745,0.165033,0.986697,0.879415,0.800784,1
0.028116,0.160027,0.987596,0.193284,0.760092,1
0.471569,0.257926,0.310111,0.094923,0.153646,1
0.328465,0.039441,0.16179,0.053804,0.804539,1
0.999012,0.240647,0.858265,0.188332,0.779392,0
0.26233,0.615441,0.479243,0.46821,0.75384,1
0.279527,0.598923,0.765101,0.872227,0.101034,1
0.486476,0.45524,0.976697,0.380153,0.411531,1
0.323626,0.935595,0.738931,0.488058,0.050059,0
0.366995,0.140928,0.627335,0.52164,0.591798,1
0.025056,0.484307,0.359085,0.604894,0.468196,1
0.013426,0.763508,0.119415,0.641894,0.050702,1
0.3356,0.345421,0.223869,0.013631,0.709549,1
0.424392,0.137521,0.058868,0.781958,0.582895,1
0.179727,0.985206,0.971252,0.129378,0.763017,1
0.477176,0.046052,0.09581,0.513535,0.142824,0
0.114606,0.624053,0.491859,0.233349,0.102124,1
0.353456,0.42022,0.918865,0.966771,0.187639,1
0.522812,0.017625,0.291286,0.729701,0.880509,1
0.645983,0.129773,0.867137,0.474816,0.724361,1
0.78024,0.383547,0.589344,0.055661,0.048701,0
0.282006,0.855532,0.892209,0.988328,0.298058,1
0.869578,0.556999,0.814432,0.707132,0.131759,0
0.015452,0.781704,0.861614,0.658878,0.698513,0
0.30748,0.11241,0.773599,0.658779,0.557921,1
0.534026,0.193881,0.511561,0.634198,0.198952,1
0.807956,0.10226,0.653921,0.271412,0.473558,0
0.507946,0.160411,0.024377,0.530423,0.972231,1
0.010764,0.480417,0.520967,0.198071,0.138598,1
0.05941,0.349691,0.300281,0.54606,0.421678,0
0.19242,0.820791,0.944678,0.484988,0.701132,1
0.02617,0.965672,0.309912,0.682652,0.772592,1
0.055342,0.744189,0.766776,0.901971,0.490896,1
0.233863,0.066076,0.635673,0.111463,0.941313,1
0.221123,0.914768,0.290768,0.147425,0.471842,1
0.280948,0.099524,0.779858,0.067245,0.118795,1
0.601133,0.981082,0.605936,0.716986,0.856092,0
0.007734,0.953302,0.823825,0.296031,0.561314,1
0.233137,0.190123,0.562916,0.364507,0.102401,1
0.035821,0.430043,0.278516,0.749115,0.514685,1
0.016128,0.950403,0.226326,0.367967,0.077483,1
0.504119,0.126309,0.332769,0.106236,0.101483,1
0.312899,0.85542,0.234947,0.852302,0.998433,1
0.259249,0.379628,0.599206,0.675566,0.046128,1
0.010101,0.300816,0.748013,0.195099,0.540537,1
0.694346,0.023373,0.8634,0.788384,0.804055,1
0.748719,0.051385,0.29095,0.831363,0.717207,1
0.20399,0.544801,0.433781,0.597941,0.308203,1
0.05114,0.693852,0.788874,0.522736,0.306857,1
0.780239,0.005302,0.905476,0.504084,0.528106,0
0.154239,0.812523,0.758141,0.178395,0.812659,1
0.354776,0.391319,0.662845,0.706427,0.63703,0
0.516322,0.118271,0.106571,0.025411,0.702828,1
0.40927,0.27307,0.035518,0.50316,0.549415,1
0.348813,0.85865,0.765745,0.567208,0.368455,1
0.451878,0.538412,0.432017,0.271026,0.824692,1
0.54888,0.209023,0.715796,0.574627,0.38587,1
0.594458,0.036324,0.384957,0.636225,0.757606,1
0.320249,0.204923,0.547421,0.290966,0.316679,1
0.375844,0.006819,0.558118,0.949689,0.363731,0
0.502551,0.266775,0.198934,0.307275,0.034524,1
0.665817,0.42642,0.912912,0.774647,0.595511,0
0.542347,0.196663,0.376477,0.915359,0.63386,1
0.953035,0.80334,0.211396,0.386188,0.617069,0
0.531467,0.070178,0.606409,0.575463,0.599202,1
0.721742,0.572834,0.598053,0.818819,0.045552,0
0.278918,0.71075,0.801123,0.377914,0.026644,1
0.644977,0.105084,0.243493,0.572634,0.961518,1
0.541572,0.09186,0.08874,0.474351,0.606246,1
0.260879,0.593289,0.907172,0.661536,0.030068,0
0.369735,0.317263,0.197219,0.623755,0.486089,1
0.167386,0.254653,0.974521,0.867576,0.885925,1
0.236348,0.505294,0.499202,0.069746,0.365684,1
0.128234,0.145381,0.183066,0.696779,0.506813,1
0.272704,0.360054,0.248156,0.682896,0.232358,1
0.295646,0.306125,0.743923,0.120743,0.576627,1
0.15005,0.825896,0.559482,0.310641,0.04463,1
0.093188,0.614478,0.967355,0.404006,0.612656,0
0.036378,0.694902,0.846671,0.769409,0.841305,1
0.304002,0.665,0.807387,0.251371,0.942693,1
0.378512,0.564458,0.414845,0.588951,0.933628,1
0.222901,0.223904,0.063188,0.756064,0.222632,1
0.05404,0.104157,0.194918,0.765776,0.094084,1
0.342776,0.373822,0.981547,0.357498,0.221707,1
0.31189,0.19201,0.981704,0.990173,0.549323,1
0.418691,0.146308,0.217675,0.66178,0.024585,1
0.162885,0.068596,0.752319,0.673661,0.123632,1
0.318802,0.526071,0.560866,0.922911,0.127756,1
0.358638,0.001033,0.978362,0.147826,0.209544,1
0.22312,0.780625,0.777263,0.256582,0.832791,1
0.519061,0.133879,0.206149,0.019877,0.482776,1
0.631662,0.045508,0.010874,0.449736,0.556565,1
0.047473,0.336473,0.135954,0.69003,0.490649,1
0.262534,0.421793,0.389262,0.051157,0.949012,1
0.037723,0.580342,0.567932,0.221745,0.45431,1
0.396664,0.749009,0.158636,0.888625,0.759699,1
0.365357,0.437132,0.376312,0.696271,0.1145,1
0.660453,0.267764,0.656101,0.830124,0.563048,1
0.097466,0.579952,0.907746,0.207562,0.390918,1
0.105649,0.393107,0.141527,0.484642,0.238174,1
0.545905,0.275521,0.230828,0.256747,0.249188,0
0.054325,0.493988,0.245266,0.635862,0.826439,1
0.394107,0.438585,0.839358,0.572437,0.316715,1
0.213857,0.701125,0.730688,0.436236,0.854127,1
0.531087,0.206509,0.739885,0.601139,0.165876,1
0.118864,0.699974,0.163963,0.473994,0.499185,1
0.279354,0.125506,0.863159,0.577641,0.947255,1
0.019814,0.607172,0.269031,0.837093,0.223708,1
0.688794,0.212769,0.56695,0.730252,0.707833,0
0.234759,0.121919,0.118614,0.636229,0.996954,1
0.214765,0.487139,0.354066,0.497032,0.915655,1
0.012717,0.091665,0.918654,0.099956,0.292167,1
0.648294,0.285906,0.315339,0.944047,0.594114,1
0.151381,0.062557,0.271031,0.748213,0.006521,1
0.102335,0.749666,0.882076,0.848534,0.655065,1
0.200353,0.337123,0.100935,0.005088,0.925614,1
0.001553,0.01833,0.535332,0.286311,0.26985,1
0.715907,0.376585,0.657691,0.160873,0.519805,0
0.205173,0.775981,0.762255,0.773012,0.059184,1
0.304505,0.213842,0.76827,0.659912,0.675386,1
0.179912,0.617211,0.952511,0.867162,0.183999,1
0.057883,0.621623,0.004465,0.302626,0.59631,1
0.132005,0.741872,0.674266,0.313821,0.188224,1
0.269443,0.735039,0.510519,0.037292,0.812242,1
0.438281,0.787469,0.703877,0.628439,0.52548,0
0.0343,0.361046,0.040094,0.648392,0.603395,1
0.180101,0.770023,0.886573,0.186424,0.836706,0
0.084701,0.523287,0.823311,0.618943,0.746319,1
0.037585,0.496564,0.216014,0.565023,0.941683,1
0.290204,0.18223,0.184305,0.583892,0.086305,1
0.514019,0.601705,0.765673,0.908975,0.620757,1
0.401318,0.080189,0.145364,0.311269,0.102996,1
0.187555,0.938614,0.833219,0.278729,0.422689,1
0.597697,0.13294,0.732546,0.865293,0.744761,1
0.278259,0.378059,0.82581,0.211571,0.578923,1
0.338456,0.107269,0.170213,0.096787,0.71914,1
0.135935,0.467328,0.668706,0.190965,0.73007,1
0.391681,0.305117,0.099921,0.359922,0.059092,1
0.671727,0.048295,0.055163,0.853997,0.371867,1
0.482142,0.357843,0.363367,0.694862,0.040282,1
0.162075,0.142474,0.598671,0.51241,0.107965,1
0.044923,0.917375,0.187555,0.49479,0.118868,0
0.191834,0.448885,0.374296,0.770998,0.341863,1
0.238242,0.085615,0.061997,0.705535,0.35352,1
0.270382,0.563332,0.12663,0.359777,0.998995,1
0.135477,0.42865,0.685297,0.885212,0.459591,1
0.868522,0.610492,0.869805,0.975213,0.297422,0
0.109851,0.63211,0.616668,0.463798,0.373915,1
0.203409,0.977543,0.427281,0.226088,0.943194,1
0.094803,0.25664,0.154299,0.255124,0.543895,1
0.364822,0.212265,0.025917,0.805183,0.872352,1
0.644318,0.291659,0.411035,0.896792,0.842387,1
0.74384,0.003392,0.452098,0.750398,0.815758,1
0.045583,0.18228,0.089617,0.786401,0.896262,1
0.057307,0.507917,0.30576,0.103162,0.146834,1
0.618722,0.217156,0.991506,0.87285,0.939405,0
0.31804,0.309543,0.636343,0.37595,0.912766,1
0.580659,0.008604,0.628855,0.545989,0.411953,1
0.175054,0.756619,0.454501,0.195459,0.473202,1
0.536688,0.417205,0.27173,0.893273,0.20079,1
0.466164,0.188673,0.874526,0.566153,0.251181,1
0.053062,0.46278,0.023155,0.778215,0.718366,1
0.067359,0.799647,0.667795,0.801906,0.425918,1
0.568099,0.250881,0.585372,0.899121,0.5099,1
0.094572,0.237513,0.32403,0.222612,0.490007,1
0.451739,0.664555,0.954807,0.833957,0.540884,0
0.396238,0.426282,0.124953,0.910991,0.865496,1
0.117917,0.570619,0.364835,0.00471,0.047375,1
0.589605,0.219806,0.624497,0.655436,0.340037,1
0.115172,0.454806,0.722709,0.528346,0.280888,1
0.426484,0.483156,0.712374,0.615191,0.629407,1
0.509011,0.786946,0.000823,0.520698,0.822029,0
0.439169,0.402004,0.078977,0.902361,0.696996,1
0.335407,0.118833,0.24444,0.443887,0.402801,1
0.813412,0.017317,0.676185,0.008612,0.120902,0
0.378614,0.455934,0.924366,0.475611,0.630159,0
0.392006,0.126089,0.328156,0.050845,0.427682,1
0.127233,0.488207,0.440754,0.96882,0.271963,1
0.295728,0.442822,0.380643,0.972813,0.263597,1
0.259127,0.377541,0.531996,0.81664,0.94239,1
0.172987,0.060412,0.697387,0.115518,0.189178,0
0.004951,0.82363,0.175702,0.808448,0.244018,1
0.03179,0.170538,0.301827,0.839865,0.453275,1
0.013694,0.672719,0.669924,0.773307,0.508296,1
0.045796,0.296445,0.819309,0.193029,0.952989,1
0.731355,0.742731,0.503355,0.018371,0.126612,0
0.085552,0.645835,0.40575,0.41321,0.66737,1
0.482585,0.292083,0.398024,0.360131,0.645184,1
0.337285,0.261723,0.247188,0.762173,0.805542,1
0.451234,0.397018,0.944835,0.640781,0.369766,1
0.241813,0.707941,0.094223,0.409859,0.252963,0
0.150508,0.148504,0.503213,0.472966,0.151441,1
0.157505,0.042708,0.653674,0.828144,0.454761,1
0.977861,0.650812,0.730575,0.337576,0.982656,0
0.088933,0.172529,0.735843,0.296988,0.419133,0
0.251788,0.500279,0.209607,0.773393,0.427557,1
0.306106,0.39863,0.787009,0.801626,0.153078,1
0.22425,0.411593,0.791213,0.655806,0.044705,1
0.046223,0.077651,0.687651,0.915506,0.002411,1
0.009325,0.595958,0.116574,0.131675,0.013736,1
0.16388,0.217148,0.253532,0.597858,0.61992,0
0.575202,0.756863,0.843618,0.457468,0.213803,0
0.052786,0.381957,0.19114,0.277282,0.119943,1
0.038132,0.79836,0.196385,0.297376,0.827316,1
0.441242,0.34926,0.496785,0.934139,0.784288,1
0.522512,0.033433,0.507816,0.299905,0.936614,0
0.047324,0.452164,0.697197,0.948589,0.427835,1
0.952625,0.634565,0.657882,0.947038,0.689231,0
0.136731,0.902044,0.989124,0.34101,0.604574,1
0.916226,0.203665,0.42721,0.814177,0.975201,0
0.480374,0.445133,0.937836,0.916376,0.449801,1
0.040076,0.20087,0.877999,0.847883,0.396445,1
0.689121,0.082611,0.283921,0.670737,0.879019,1
0.090463,0.407382,0.578302,0.986053,0.064211,1
0.819577,0.068124,0.723945,0.804734,0.169095,1
0.326598,0.51706,0.443377,0.695481,0.479535,1
0.502695,0.137467,0.668134,0.732349,0.568074,1
0.084931,0.132293,0.791029,0.825651,0.310085,0
0.107803,0.256587,0.769046,0.730536,0.313964,1
0.114847,0.187187,0.166661,0.120835,0.173455,1
0.151166,0.46619,0.612045,0.210269,0.408522,1
0.274827,0.841976,0.087093,0.527993,0.80086,0
0.123286,0.23888,0.856889,0.569445,0.006234,1
0.004672,0.782457,0.492896,0.273831,0.863369,1
0.394526,0.579678,0.600806,0.757946,0.761791,1
0.402076,0.392399,0.22388,0.583755,0.513911,1
0.457924,0.315162,0.016256,0.706163,0.422437,1
0.496867,0.404815,0.236418,0.980442,0.963053,1
0.284847,0.945203,0.353874,0.88733,0.072248,1
0.659843,0.935201,0.523814,0.189768,0.93834,0
0.361418,0.730324,0.413126,0.535355,0.597185,1
0.49412,0.058906,0.535224,0.428236,0.199993,0
0.650264,0.81834,0.340538,0.12288,0.58664,0
0.062776,0.161291,0.253331,0.881722,0.336006,1
0.653539,0.082036,0.423905,0.946372,0.897057,1
0.384873,0.578331,0.636182,0.951973,0.704966,1
0.271579,0.720315,0.319635,0.366939,0.765051,1
0.452433,0.708141,0.936706,0.701196,0.290293,1
0.497237,0.167806,0.40634,0.712588,0.022863,1
0.564617,0.210953,0.464734,0.903709,0.86004,1
0.555986,0.365173,0.805379,0.882559,0.139187,1
0.271983,0.576575,0.867938,0.685262,0.550049,1
0.093527,0.514672,0.43429,0.238855,0.776686,1
0.017719,0.74615,0.551415,0.33904,0.68583,0
0.157727,0.865833,0.315047,0.195941,0.881859,1
0.331873,0.180522,0.380828,0.850199,0.026013,1
0.019515,0.564672,0.159202,0.23659,0.572655,1
0.430892,0.865609,0.965319,0.772047,0.931164,1
0.586261,0.091765,0.763013,0.936211,0.285058,1
0.326255,0.043593,0.733153,0.84588,0.611033,1
0.301763,0.383784,0.891852,0.903349,0.492812,1
0.086139,0.712776,0.996618,0.544972,0.81664,1
0.446342,0.604218,0.708656,0.445125,0.808848,1
0.650817,0.447003,0.516668,0.940891,0.981231,1
0.668522,0.049717,0.869993,0.13738,0.295985,1
0.681739,0.820118,0.480989,0.182966,0.652002,0
0.677978,0.06796,0.868361,0.813099,0.627169,1
0.110051,0.26524,0.052551,0.974211,0.294511,1
0.795678,0.305423,0.870532,0.929652,0.846392,1
0.004798,0.374951,0.376333,0.53643,0.242147,1
0.295599,0.138831,0.326069,0.79897,0.805192,1
0.126694,0.421231,0.863668,0.228258,0.833255,1
0.058737,0.237967,0.072459,0.27808,0.672342,1
0.317099,0.699739,0.197374,0.554492,0.716616,1
0.300126,0.702833,0.958671,0.560486,0.234692,1
0.377579,0.713258,0.886417,0.402576,0.222018,1
0.649437,0.45652,0.457678,0.656805,0.80427,0
0.262641,0.087643,0.101315,0.126702,0.859254,1
0.427687,0.56476,0.545038,0.822477,0.849414,1
0.192695,0.999138,0.574744,0.559804,0.887302,1
0.076392,0.185975,0.65136,0.745571,0.474736,1
0.123209,0.771621,0.044962,0.597954,0.496552,0
0.098171,0.842272,0.620448,0.774779,0.410028,1
0.113498,0.752357,0.981694,0.149466,0.818368,1
0.0903,0.145924,0.709981,0.845099,0.964248,1
0.060389,0.832494,0.171494,0.418384,0.887858,1
0.423173,0.890799,0.448407,0.590863,0.818579,0
0.16718,0.475674,0.323844,0.08847,0.143582,1
0.207007,0.411683,0.157066,0.21277,0.403678,1
0.025493,0.132891,0.999364,0.25252,0.08765,1
0.297197,0.052673,0.329196,0.437273,0.249112,1
0.059353,0.800386,0.819893,0.877573,0.200742,1
0.154983,0.792396,0.306616,0.112605,0.643784,1
0.294382,0.163748,0.439975,0.190665,0.103773,1
0.573825,0.048082,0.226787,0.639013,0.761374,1
0.603209,0.134691,0.867424,0.992055,0.086638,0
0.363419,0.657799,0.642929,0.844969,0.792263,1
0.706584,0.123621,0.919362,0.557344,0.007907,1
0.021862,0.446065,0.970927,0.003336,0.170994,1
0.529292,0.390502,0.95185,0.185869,0.840148,1
0.136328,0.217685,0.21609,0.987556,0.395219,1
0.340234,0.172203,0.034039,0.896232,0.036986,1
0.631141,0.492426,0.622664,0.713389,0.321201,0
0.104006,0.18378,0.318087,0.271318,0.531973,1
0.66136,0.291891,0.695489,0.214596,0.918534,0
0.235012,0.613097,0.809735,0.538487,0.955009,1
0.227135,0.182649,0.161114,0.915351,0.562612,1
0.420588,0.067505,0.64888,0.08829,0.948303,1
0.14564,0.429272,0.424262,0.488384,0.763911,1
0.094487,0.221079,0.740207,0.280098,0.600027,1
0.309804,0.380758,0.406285,0.360766,0.306656,1
0.379098,0.135441,0.146492,0.094933,0.034179,1
0.174963,0.003148,0.225445,0.544518,0.208398,1
0.447709,0.551081,0.707293,0.36943,0.681048,1
0.227323,0.467797,0.240267,0.996313,0.974078,1
0.012432,0.334415,0.653792,0.000109,0.960063,1
0.702026,0.816445,0.145364,0.638348,0.135843,0
0.400227,0.007827,0.232817,0.791376,0.01233,1
0.09235,0.640918,0.613119,0.365949,0.107146,0
0.14052,0.534883,0.340722,0.442991,0.369919,1
0.319314,0.409401,0.0839,0.653816,0.104947,1
0.407004,0.337816,0.977937,0.577593,0.907753,1
0.220958,0.840977,0.744548,0.57907,0.500535,0
0.211706,0.416096,0.692554,0.664471,0.080207,1
